lower-jurassic           | Early_Jurassic           |  The Early Jurassic epoch (in chronostratigraphy corresponding to the Lower Jurassic series) is the earliest of three epochs of the Jurassic period. The Early Jurassic starts immediately after the Triassic-Jurassic extinction event, 201.3 Ma (million years ago), and ends at the start of the Middle Jurassic 174.1 Ma. Certain rocks of marine origin of this age in Europe are called "Lias" and that name was used for the period, as well, in 19th-century geology. In southern Germany rocks of this age are called Black Jurassic.
middle-jurassic          | Middle_Jurassic          |  The Middle Jurassic is the second epoch of the Jurassic Period. It lasted from about 174.1 to 163.5 million years ago. Fossils of land-dwelling animals, such as dinosaurs, from the Middle Jurassic are relatively rare, but geological formations containing land animal fossils include the Forest Marble Formation in England, the Kilmaluag Formation in Scotland, the Daohugou Beds in China, the Itat Formation in Russia, and the Isalo III Formation of western Madagascar.
upper-jurassic           | Late_Jurassic            |  The Late Jurassic is the third epoch of the Jurassic period, and it spans the geologic time from 163.5 ± 1.0 to 145.0 ± 0.8 million years ago (Ma), which is preserved in Upper Jurassic strata. In European lithostratigraphy, the name "Malm" indicates rocks of Late Jurassic age. In the past, Malm was also used to indicate the unit of geological time, but this usage is now discouraged to make a clear distinction between lithostratigraphic and geochronologic/chronostratigraphic units.
early-cretaceous         | Early_Cretaceous         |  Cretaceous (geochronological name) or the Lower Cretaceous (chronostratigraphic name), is the earlier or lower of the two major divisions of the Cretaceous. It is usually considered to stretch from 145 Ma to 100.5 Ma.
late-cretaceous          | Late_Cretaceous          |  Cretaceous (100.5–66 Ma) is the younger of two epochs into which the Cretaceous geological period is divided in the geologic time scale. Rock strata from this epoch form the Upper Cretaceous series. The Cretaceous is named after the white limestone known as chalk which occurs widely in northern France and is seen in the white cliffs of south-eastern England, and which dates from this time.
paleocene                | Paleocene                |  The Paleocene,  or Palaeocene, is a geological epoch that lasted from about 66 to 56 million years ago (mya). It is the first epoch of the Paleogene Period in the modern Cenozoic Era. The name is a combination of the Ancient Greek palæo- meaning "old" and the Eocene Epoch (which succeeds the Paleocene), translating to "the old part of the Eocene". The epoch is bracketed by two major events in Earth's history. The K–Pg extinction event, brought on by an asteroid impact and possibly volcanism, marked the beginning of the Paleocene and killed off 75% of living species, most famously the non-avian dinosaurs. The end of the epoch was marked by the Paleocene–Eocene thermal maximum (PETM), which was a major climatic event wherein about 2,500–4,500 gigatons of carbon were released into the atmosphere and ocean systems, causing a spike in global temperatures and ocean acidification. In the Paleocene, the continents of the Northern Hemisphere were still connected via some land bridges; and South America, Antarctica, and Australia had not completely separated yet. The Rocky Mountains were being uplifted, the Americas had not yet joined, the Indian Plate had begun its collision with Asia, and the North Atlantic Igneous Province was forming in the third-largest magmatic event of the last 150 million years. In the oceans, the thermohaline circulation probably was much different than it is today, with downwellings occurring in the North Pacific rather than the North Atlantic, and water density mainly being controlled by salinity rather than temperature. The K–Pg extinction event caused a floral and faunal turnover of species, with previously abundant species being replaced by previously uncommon ones. In the Paleocene, with a global average temperature of about 24–25 °C (75–77 °F), compared to 14 °C (57 °F) in more recent times, the Earth had a greenhouse climate without permanent ice sheets at the poles, like the preceding Mesozoic. As such, there were forests worldwide—including at the poles—but they had low species richness in regards to plant life, populated by mainly small creatures that were rapidly evolving to take advantage of the recently emptied Earth. Though some animals attained great size, most remained rather small. The forests grew quite dense in the general absence of large herbivores. Mammals proliferated in the Paleocene, and the earliest placental and marsupial mammals are recorded from this time, but most Paleocene taxa have ambiguous affinities. In the seas, ray-finned fish rose to dominate open ocean and reef ecosystems.
eocene                   | Eocene                   |  The Eocene Epoch is a geological epoch that lasted from about 56 to 33.9 million years ago (mya). It is the second epoch of the Paleogene Period in the modern Cenozoic Era. The name Eocene comes from the Ancient Greek ἠώς (ēṓs, "dawn") and καινός (kainós, "new") and refers to the "dawn" of modern ('new') fauna that appeared during the epoch. The Eocene spans the time from the end of the Paleocene Epoch to the beginning of the Oligocene Epoch. The start of the Eocene is marked by a brief period in which the concentration of the carbon isotope 13C in the atmosphere was exceptionally low in comparison with the more common isotope 12C. The end is set at a major extinction event called the Grande Coupure (the "Great Break" in continuity) or the Eocene–Oligocene extinction event, which may be related to the impact of one or more large bolides in Siberia and in what is now Chesapeake Bay. As with other geologic periods, the strata that define the start and end of the epoch are well identified, though their exact dates are slightly uncertain.
oligocene                | Oligocene                |  The Oligocene is a geologic epoch of the Paleogene Period and extends from about 33.9 million to 23 million years before the present (33.9±0.1 to 23.03±0.05 Ma). As with other older geologic periods, the rock beds that define the epoch are well identified but the exact dates of the start and end of the epoch are slightly uncertain. The name Oligocene was coined in 1854 by the German paleontologist Heinrich Ernst Beyrich; the name comes from the Ancient Greek ὀλίγος (olígos, "few") and καινός (kainós, "new"), and refers to the sparsity of extant forms of molluscs. The Oligocene is preceded by the Eocene Epoch and is followed by the Miocene Epoch. The Oligocene is the third and final epoch of the Paleogene Period. The Oligocene is often considered an important time of transition, a link between the archaic world of the tropical Eocene and the more modern ecosystems of the Miocene. Major changes during the Oligocene included a global expansion of grasslands, and a regression of tropical broad leaf forests to the equatorial belt. The start of the Oligocene is marked by a notable extinction event called the Grande Coupure; it featured the replacement of European fauna with Asian fauna, except for the endemic rodent and marsupial families. By contrast, the Oligocene–Miocene boundary is not set at an easily identified worldwide event but rather at regional boundaries between the warmer late Oligocene and the relatively cooler Miocene.
miocene                  | Miocene                  |  The Miocene is the first geological epoch of the Neogene Period and extends from about 23.03 to 5.333 million years ago (Ma). The Miocene was named by Charles Lyell; its name comes from the Greek words μείων (meiōn, "less") and καινός (kainos, "new") and means "less recent" because it has 18% fewer modern sea invertebrates than the Pliocene. The Miocene is preceded by the Oligocene and is followed by the Pliocene. As the earth went from the Oligocene through the Miocene and into the Pliocene, the climate slowly cooled towards a series of ice ages. The Miocene boundaries are not marked by a single distinct global event but consist rather of regionally defined boundaries between the warmer Oligocene and the cooler Pliocene Epoch. The apes first evolved, arose, and diversified during the early Miocene (Aquitanian and Burdigalian stages), becoming widespread in the Old World. By the end of this epoch and the start of the following one, the ancestors of humans had split away from the ancestors of the chimpanzees to follow their own evolutionary path during the final Messinian stage (7.5–5.3 Ma) of the Miocene. As in the Oligocene before it, grasslands continued to expand and forests to dwindle in extent. In the seas of the Miocene, kelp forests made their first appearance and soon became one of Earth's most productive ecosystems. The plants and animals of the Miocene were recognizably modern. Mammals and birds were well-established. Whales, pinnipeds, and kelp spread. The Miocene is of particular interest to geologists and palaeoclimatologists as major phases of the geology of the Himalaya occurred during the Miocene, affecting monsoonal patterns in Asia, which were interlinked with glacial periods in the northern hemisphere.
pliocene                 | Pliocene                 |  The Pliocene Epoch is the epoch in the geologic timescale that extends from 5.333 million to 2.58 million years BP. It is the second and youngest epoch of the Neogene Period in the Cenozoic Era. The Pliocene follows the Miocene Epoch and is followed by the Pleistocene Epoch. Prior to the 2009 revision of the geologic time scale, which placed the four most recent major glaciations entirely within the Pleistocene, the Pliocene also included the Gelasian stage, which lasted from 2.588 to 1.806 million years ago, and is now included in the Pleistocene. As with other older geologic periods, the geological strata that define the start and end are well identified but the exact dates of the start and end of the epoch are slightly uncertain. The boundaries defining the Pliocene are not set at an easily identified worldwide event but rather at regional boundaries between the warmer Miocene and the relatively cooler Pliocene. The upper boundary was set at the start of the Pleistocene glaciations.
pleistocene              | Pleistocene              |  The Pleistocene is the geological epoch that lasted from about 2,580,000 to 11,700 years ago, spanning the world's most recent period of repeated glaciations. The end of the Pleistocene corresponds with the end of the last glacial period and also with the end of the Paleolithic age used in archaeology. The Pleistocene is the first epoch of the Quaternary Period or sixth epoch of the Cenozoic Era. In the ICS timescale, the Pleistocene is divided into four stages or ages, the Gelasian, Calabrian, Chibanian, and Upper Pleistocene (unofficially the "Tarantian").[note 1] In addition to these international subdivisions, various regional subdivisions are often used. Before a change finally confirmed in 2009 by the International Union of Geological Sciences, the cutoff of the Pleistocene and the preceding Pliocene was regarded as being at 1.806 million years Before Present (BP). Publications from earlier years may use either definition of the period.
holocene                 | Holocene                 |  The Holocene is the current geological epoch. It began approximately 11,650 cal years before present, after the last glacial period, which concluded with the Holocene glacial retreat. The Holocene and the preceding Pleistocene together form the Quaternary period. The Holocene has been identified with the current warm period, known as MIS 1. It is considered by some to be an interglacial period within the Pleistocene Epoch, called the Flandrian interglacial. The Holocene corresponds with rapid proliferation, growth and impacts of the human species worldwide, including all of its written history, technological revolutions, development of major civilizations, and overall significant transition towards urban living in the present. The human impact on modern-era Earth and its ecosystems may be considered of global significance for the future evolution of living species, including approximately synchronous lithospheric evidence, or more recently hydrospheric and atmospheric evidence of the human impact. In July 2018, the International Union of Geological Sciences split the Holocene epoch into three distinct subsections, Greenlandian (11,700 years ago to 8,200 years ago), Northgrippian (8,200 years ago to 4,200 years ago) and Meghalayan (4,200 years ago to the present), as proposed by International Commission on Stratigraphy. The boundary stratotype of the Meghalayan is a speleothem in Mawmluh cave in India, and the global auxiliary stratotype is an ice core from Mount Logan in Canada.
fortunian                | Fortunian                |  The Fortunian age marks the beginning of the Phanerozoic eon, the Paleozoic era, and the Cambrian period. It is the first of the two stages of the Terreneuvian series. Its base is defined as the first appearance of the trace fossil Treptichnus pedum 541 million years ago. The top of the Fortunian which is the base of the Stage 2 of the Cambrian has not been formally defined yet, but will correspond to the appearance of an Archeocyatha species or "Small shelly fossils" approximately 529 million years ago.
stage-2                  | Cambrian_Stage_2         |  Stage 2 of the Cambrian is the unnamed upper stage of the Terreneuvian series. It lies atop the Fortunian and below Stage 3 of the Cambrian. It is commonly referred to as the Tommotian, after the Cambrian stratigraphy of Siberia. Neither the upper nor lower boundary has yet been defined by the International Commission on Stratigraphy. The preferred definitions for the lower boundary are the first appearance of the molluscs Watsonella crosbyi or Aldanella attleborensis around 529 million years ago. The proposed upper boundary might be the first appearance of trilobites around 521 million years ago.
stage-3                  | Cambrian_Stage_3         |  Cambrian Stage 3 is the still unnamed third stage of the Cambrian. It succeeds Cambrian Stage 2 and precedes Cambrian Stage 4, although neither its base nor top have been formally defined. The plan is for its lower boundary to correspond approximately to the first appearance of trilobites, about 521 million years ago, though the globally asynchronous appearance of trilobites warrants the use of a separate, globally synchronous marker to define the base. The upper boundary and beginning of Cambrian Stage 4 is informally defined as the first appearance of the trilobite genera Olenellus or Redlichia around 514 million years ago.
stage-4                  | Cambrian_Stage_4         |  Cambrian Stage 4 is the still unnamed fourth stage of the Cambrian and the upper stage of Cambrian Series 2. It follows Cambrian Stage 3 and lies below the Wuliuan. The lower boundary has not been formally defined by the International Commission on Stratigraphy. One proposal is the first appearance of two trilobite genera, Olenellus or Redlichia. Another proposal is the first appearance of the trilobite species Arthricocephalus chauveaui. Both proposals will set the lower boundary close to 514 million years ago. The upper boundary corresponds to the beginning of the Wuliuan.
wuliuan                  | Wuliuan                  |  The Wuliuan stage is the fifth stage of the Cambrian, and the first stage of the Miaolingian Series of the Cambrian. It was formally defined by the ICS in 2018. Its base is defined by the first appearance of the trilobite species Oryctocephalus indicus; it ends with the beginning of the Drumian stage, marked by the first appearance of the trilobite Ptychagnostus atavus around 504.5 million years ago.
drumian                  | Drumian                  |  The Drumian is a stage of the Miaolingian Series of the Cambrian. It succeeds the Wuliuan and precedes the Guzhangian. The base is defined as the first appearance of the trilobite Ptychagnostus atavus around 504.5 million years ago. The top is defined as the first appearance of another trilobite Lejopyge laevigata around 500.5 million years ago.
guzhangian               | Guzhangian               |  The Guzhangian is an uppermost stage of the Miaolingian Series of the Cambrian. It follows the Drumian Stage and precedes the Paibian Stage of the Furongian Series. The base is defined as the first appearance of the trilobite Lejopyge laevigata around 500.5 million years ago. The Guzhangian-Paibian boundary is marked by the first appearance of the trilobite Glyptagnostus reticulatus around 497 million years ago.
paibian                  | Paibian                  |  The Paibian is the lowest stage of Furongian series of the Cambrian. It follows the Guzhangian (3rd series of the Cambrian) and is succeeded by the Jiangshanian stage. The base is defined as the first appearance of the trilobite Glyptagnostus reticulatus around 497 million years ago. The top, or the base of the Jiangshanian is defined as the first appearance of the trilobite Agnostotes orientalis around 494 million years ago.
jiangshanian             | Jiangshanian             |  The Jiangshanian is the middle stage of the Furongian series. It follows the Paibian stage and is succeeded by the still unnamed Stage 10 of the Cambrian. The base is defined as the first appearance of the trilobite Agnostotes orientalis which is estimated to be 494 million years ago. The Jiangshanian lasted until approximately 489.5 million years ago.
stage-10                 | Cambrian_Stage_10        |  Stage 10 of the Cambrian is the still unnamed third and final stage of the Furongian series. It follows the Jiangshanian and precedes the Ordovician Tremadocian stage. The proposed lower boundary is the first appearance of the trilobite Lotagnostus americanus around 489.5 million years ago, but other fossils are also being discussed (see below). The upper boundary is defined as the appearance of the conodont Iapetognathus fluctivagus which marks the beginning of the Tremadocian and is radiometrically dated as 485.4 million years ago.
tremadocian              | Tremadocian              |  The Tremadocian is the lowest stage of Ordovician. Together with the later Floian stage it forms the Lower Ordovician epoch. The Tremadocian lasted from 485.4 to 477.7 million years ago. The base of the Tremadocian is defined as the first appearance of the conodont species Iapetognathus fluctivagus at the Global Boundary Stratotype Section and Point (GSSP) section on Newfoundland.
floian                   | Floian                   |  The Floian is the second stage of the Ordovician geologic period. It succeeds the Tremadocian with which it forms the Lower Ordovician epoch. It precedes the Dapingian stage of the Middle Ordovician. The Floian extended from 477.7 to 470 million years ago. The lower boundary is defined as the first appearance of the graptolite species Tetragraptus approximatus.
dapingian                | Dapingian                |  The Dapingian is the third stage of the Ordovician and the first stage of the Middle Ordovician. It is preceded by the Floian and succeeded by the Darriwilian. The top of the Floian is defined as the first appearance of the conodont species Baltoniodus triangularis which happened about 470 million years ago. The Dapingian lasted for about 2.7 million years until about 467.3 million years ago.
darriwilian              | Darriwilian              |  The Darriwilian is the upper stage of the Middle Ordovician. It is preceded by the Dapingian and succeeded by the Upper Ordovician Sandbian stage. The lower boundary of the Darriwilian is defined as the first appearance of the graptolite species Undulograptus austrodentatus around 467.3 million years ago. It lasted for about 8.9 million years until the beginning of the Sandbian around 458.4 million years ago.
sandbian                 | Sandbian                 |  The Sandbian is the first stage of the Upper Ordovician. It follows the Darriwilian and is succeeded by the Katian. Its lower boundary is defined as the first appearance datum of the graptolite species Nemagraptus gracilis around 458.4 million years ago. The Sandbian lasted for about 5.4 million years until the beginning of the Katian around 453 million years ago.
katian                   | Katian                   |  The Katian is the second stage of the Upper Ordovician. It is preceded by the Sandbian and succeeded by the Hirnantian stage. The Katian began 453 million years ago and lasted for about 7.8 million years until the beginning of the Hirnantian 445.2 million years ago. During the Katian climate cooled which started the Late Ordovician glaciation.
hirnantian               | Hirnantian               |  The Hirnantian is the final internationally recognized stage of the Ordovician Period of the Paleozoic Era. It was of short duration, lasting about 1.4 million years, from 445.2 to 443.8 Ma (million years ago). The early part of the Hirnantian was characterized by cold temperatures, major glaciation, and a severe drop in sea level. In the latter part of the Hirnantian, temperatures rose, the glaciers melted, and sea level returned to the same or to a slightly higher level than it had been prior to the glaciation. Most scientists believe that this climatic oscillation caused the major extinction event that took place during this time. In fact, the Hirnantian (also known as the End Ordovician and the Ordovician-Silurian) mass extinction event represents the second largest such event in geologic history.
rhuddanian               | Rhuddanian               |  In the geologic timescale, the Rhuddanian is the first age of the Silurian period and of the Llandovery epoch. The Silurian is in the Paleozoic era of the Phanerozoic eon. The Rhuddanian age began 443.8 ± 1.5 Ma and ended 440.8 ± 1.2 Ma (million years ago). It succeeds the Himantian Age (the last age of the Ordovician Period) and precedes the Aeronian age.
aeronian                 | Aeronian                 |  In the geologic timescale, the Aeronian is an age of the Llandovery epoch of the Silurian period of the Paleozoic era of the Phanerozoic eon that began 440.8 ± 1.2 Ma and ended 438.5 ± 1.1 Ma (million years ago). The Aeronian age succeeds the Rhuddanian age and precedes the Telychian age, all in the same epoch.
telychian                | Telychian                |  In the geologic timescale, the Telychian is the age of the Llandovery epoch of the Silurian period of the Paleozoic era of the Phanerozoic eon that is comprehended between 438.5 ± 1.2 Ma and 433.4 ± 0.8 Ma (million years ago), approximately. The Telychian age succeeds the Aeronian age and precedes the Sheinwoodian age. The name of the interval is derived from the Pen-lan-Telych Farm near Llandovery, Powys, Wales. It ended with the Ireviken event.
sheinwoodian             | Sheinwoodian             |  In the geologic timescale, the Sheinwoodian is the age of the Wenlock epoch of the Silurian period of the Paleozoic era of the Phanerozoic eon that is comprehended between 433.4 ± 0.8 Ma and 430.5 ± 0.7 Ma (million years ago), approximately. The Sheinwoodian age succeeds the Telychian age and precedes the Homerian age.
homerian                 | Homerian                 |  In the geologic timescale, the Homerian is the age of the Wenlock epoch of the Silurian period of the Paleozoic era of the Phanerozoic eon that is comprehended between 430.5 ± 0.7 Ma and 427.4 ± 0.5 Ma (million years ago), approximately. The Homerian age succeeds the Sheinwoodian age and precedes the Gorstian age. The name comes from the small village of Homer, Shropshire near Much Wenlock.
gorstian                 | Gorstian                 |  In the geologic timescale, the Gorstian is the age of the Ludlow epoch of the Silurian period of the Paleozoic era of the Phanerozoic eon that is comprehended between 427.4 ± 0.5 Ma and 425.6 ± 0.9 Ma (million years ago), approximately. The Gorstian age succeeds the Homerian age and precedes the Ludfordian age. The age is named after Gorsty village southwest of Ludlow. The base of the age is marked by Graptolites tumescens and Graptolites incipiens. The type section is located in a quarry in the Elton Formation at Pitch Coppice, Shropshire, United Kingdom.
ludfordian               | Ludfordian               |  In the geologic timescale, the Ludfordian is the age of the Ludlow epoch of the Silurian period of the Paleozoic era of the Phanerozoic eon that occurred between 425.6 ± 0.9Ma and 423. ± 2.3 Ma (million years ago). The Ludfordian age succeeds the Gorstian age and precedes the Pridoli epoch. It is named for the village of Ludford in Shropshire, England. The Lau event is a rapid pulse of cooling during the Ludfordian, about 424 million years ago; it is identified by a pulse of extinctions and oceanic changes. It is one of the series of fast sea-level and excursions in oxygen isotope ratios that signal fast switches between warm and cold climate states, characteristic of the Silurian climatic instability.
lochkovian               | Lochkovian               |  The Lochkovian is one of three faunal stages in the Early Devonian epoch. It lasted from 419.2 ± 3.2 million years ago to 410.8 ± 2.8 million years ago. It marked the beginning of the Devonian Period, and was followed by the Pragian stage. It is named after the village of Lochkov in the Czech Republic, now a part of the city of Prague. In North America the Lochkovian Stage is represented by Gedinnian or Helderbergian time.
pragian                  | Pragian                  |  The Pragian is one of three faunal stages in the Early Devonian epoch. It lasted from 410.8 ± 2.8 million years ago to 407.6 ± 2.8 million years ago. It was preceded by the Lochkovian stage and followed by the Emsian stage. The most important lagerstätte of the Pragian is Rhynie chert in Scotland. It is named after the city of Prague. In North America the Pragian Stage is represented by Siegenian or Deerparkian time.
emsian                   | Emsian                   |  The Emsian is one of three faunal stages in the Early Devonian epoch. It lasted from 407.6 ± 2.6 million years ago to 393.3 ± 1.2 million years ago. It was preceded by the Pragian stage and followed by the Eifelian stage. It is named after the Ems river in Germany.
eifelian                 | Eifelian                 |  The Eifelian is one of two faunal stages in the Middle Devonian epoch. It lasted from 393.3 ± 1.2 million years ago to 387.7 ± 0.8 million years ago. It was preceded by the Emsian stage and followed by the Givetian stage. North American subdivisions of the Eifelian Stage include Southwood, and part of Cazenovia (or Cazenovian).
givetian                 | Givetian                 |  The Givetian is one of two faunal stages in the Middle Devonian period. It lasted from 387.7 million years ago to 382.7 million years ago. It was preceded by the Eifelian stage and followed by the Frasnian stage. It is named after the town of Givet in France. The oldest forests occurred during the late Givetian.
frasnian                 | Frasnian                 |  The Frasnian is one of two faunal stages in the Late Devonian period. It lasted from 382.7 million years ago to 372.2 million years ago. It was preceded by the Givetian stage and followed by the Famennian stage. Major reef-building was under way during the Frasnian stage, particularly in western Canada and Australia. On land, the first forests were taking shape. In North America, the Antler and Taconic orogenies peaked, which were contemporary with the Bretonic phase of the Variscan orogeny in Europe.
fammenian                | Fammenian                |  The Famennian is the latter of two faunal stages in the Late Devonian epoch. It lasted from 372.2 million years ago to 358.9 million years ago. It was preceded by the Frasnian stage and followed by the Tournaisian stage. It was during this age that tetrapods first appeared. In the seas, a novel major group of ammonoid cephalopods called clymeniids appeared, underwent tremendous diversification and spread worldwide, then just as suddenly went extinct. The beginning of the Famennian is marked by a major extinction event, the Kellwasser Event, and the end with a smaller but still quite severe extinction event, the Hangenberg Event.
tournaisian              | Tournaisian              |  The Tournaisian is in the ICS geologic timescale the lowest stage or oldest age of the Mississippian, the oldest subsystem of the Carboniferous. The Tournaisian age lasted from 358.9 Ma to 346.7 Ma. It is preceded by the Famennian (the uppermost stage of the Devonian) and is followed by the Viséan.
visean                   | Visean                   |  The Visean, Viséan or Visian is an age in the ICS geologic timescale or a stage in the stratigraphic column. It is the second stage of the Mississippian, the lower subsystem of the Carboniferous. The Visean lasted from 346.7 to 330.9 Ma. It follows the Tournaisian age/stage and is followed by the Serpukhovian age/stage.
serpukhovian             | Serpukhovian             |  The Serpukhovian is in the ICS geologic timescale the uppermost stage or youngest age of the Mississippian, the lower subsystem of the Carboniferous. The Serpukhovian age lasted from 330.9 Ma to 323.2 Ma. It is preceded by the Visean and is followed by the Bashkirian. The Serpukhovian correlates with the lower part of the Namurian stage of European stratigraphy and the middle and upper parts of the Chesterian stage of North American stratigraphy.
bashkirian               | Bashkirian               |  The Bashkirian is in the ICS geologic timescale the lowest stage or oldest age of the Pennsylvanian. The Bashkirian age lasted from 323.2 to 315.2 Ma, is preceded by the Serpukhovian and is followed by the Moscovian. The Bashkirian overlaps with the upper part of the Namurian and lower part of the Westphalian stages from regional European stratigraphy. It also overlaps with the North American Morrowan and Atokan stages and the Chinese Luosuan and lower Huashibanian stages.
mosocovian               | Moscovian_(Carboniferous)|  The Moscovian is in the ICS geologic timescale a stage or age in the Pennsylvanian, the youngest subsystem of the Carboniferous. The Moscovian age lasted from 315.2 to 307 Ma, is preceded by the Bashkirian and is followed by the Kasimovian. The Moscovian overlaps with the European regional Westphalian stage and the North American Atokan and Desmoinesian stages.
kasimovian               | Kasimovian               |  The Kasimovian is a geochronologic age or chronostratigraphic stage in the ICS geologic timescale. It is the third stage in the Pennsylvanian (late Carboniferous), lasting from 307 to 303.7 Ma. The Kasimovian stage follows the Moscovian and is followed by the Gzhelian. The Kasimovian saw an extinction event which occurred around 305 mya, referred to as the Carboniferous Rainforest Collapse.
gzhelian                 | Gzhelian                 |  The Gzhelian is an age in the ICS geologic timescale or a stage in the stratigraphic column. It is the youngest stage of the Pennsylvanian, the youngest subsystem of the Carboniferous. The Gzhelian lasted from 303.7 to 298.9 Ma. It follows the Kasimovian age/stage and is followed by the Asselian age/stage, the oldest subdivision of the Permian system. The Gzhelian is more or less coeval with the Stephanian stage of the regional stratigraphy of Europe.
asselian                 | Asselian                 |  In the geologic timescale, the Asselian is the earliest geochronologic age or lowermost chronostratigraphic stage of the Permian. It is a subdivision of the Cisuralian epoch or series. The Asselian lasted between 298.9 and 295 million years ago (Ma). It was preceded by the Gzhelian (the latest or uppermost subdivision in the Carboniferous) and followed by the Sakmarian.
sakmarian                | Sakmarian                |  In the geologic timescale, the Sakmarian is an age or stage of the Permian. It is a subdivision of the Cisuralian epoch or series. The Sakmarian lasted between 295 and 290.1 million years ago (Ma). It was preceded by the Asselian and followed by the Artinskian.
artinskian               | Artinskian               |  In the geologic timescale, the Artinskian is an age or stage of the Permian. It is a subdivision of the Cisuralian epoch or series. The Artinskian likely lasted between 290.1 and 283.5 million years ago (Ma) according to the most recent revision of the International Commission on Stratigraphy (ICS) in 2013, though older versions of the ICS preferred a younger age range. It was preceded by the Sakmarian and followed by the Kungurian.
kungurian                | Kungurian                |  In the geologic timescale, the Kungurian is an age or stage of the Permian. It is the latest or upper of four subdivisions of the Cisuralian epoch or series. The Kungurian lasted between 283.5 and 272.95 million years ago (Ma). It was preceded by the Artinskian and followed by the Roadian. It corresponds roughly to the Leonardian stage, covering the span from 280 to 270.6 ± 0.7 Ma in the North American system.
roadian                  | Roadian                  |  In the geologic timescale, the Roadian is an age or stage of the Permian. It is the earliest or lower of three subdivisions of the Guadalupian epoch or series. The Roadian lasted between 272.95 and 268.8 million years ago (Ma). It was preceded by the Kungurian and followed by the Wordian.
wordian                  | Wordian                  |  In the geologic timescale, the Wordian is an age or stage of the Permian. It is the middle of three subdivisions of the Guadalupian epoch or series. The Wordian lasted between 268.8 and 265.1 million years ago (Ma). It was preceded by the Roadian and followed by the Capitanian.
capitanian               | Capitanian               |  In the geologic timescale, the Capitanian is an age or stage of the Permian. It is also the uppermost or latest of three subdivisions of the Guadalupian epoch or series. The Capitanian lasted between 265.1 and 259.1 million years ago. It was preceded by the Wordian and followed by the Wuchiapingian. A significant mass extinction event (the End-Capitanian extinction event) occurred at the end of this stage, which was associated with anoxia and acidification in the oceans and possibly caused by the volcanic eruptions that produced the Emeishan Traps. This extinction event may be related to the much larger Permian–Triassic extinction event that followed about 10 million years later.
wuchiapingian            | Wuchiapingian            |  In the geologic timescale, the Wuchiapingian or Wujiapingian (from Chinese: 吴家坪; pinyin: Wújiāpíng; lit.: 'Wu Family Flatland"' in the Liangshan area of Hanzhong, Shaanxi Province) is an age or stage of the Permian. It is also the lower or earlier of two subdivisions of the Lopingian epoch or series. The Wuchiapingian spans the time between 259.1 and 254.14 million years ago (Ma). It was preceded by the Capitanian and followed by the Changhsingian. Regional stages with which the Wuchiapingian is coeval or overlaps include the Djulfian or Dzhulfian, Longtanian, Rustlerian, Saladoan, and Castilian.
changhsingian            | Changhsingian            |  In the geologic time scale, the Changhsingian or Changxingian is the latest age or uppermost stage of the Permian. It is also the upper or latest of two subdivisions of the Lopingian epoch or series. The Changhsingian lasted from 254.14 to 251.902 million years ago (Ma). It was preceded by the Wuchiapingian and followed by the Induan. The greatest mass extinction in the Phanerozoic eon, the Permian–Triassic extinction event, occurred during this age. The extinction rate peaked about a million years before the end of this stage.
induan                   | Induan                   |  The Induan is the first age of the Early Triassic epoch in the geologic timescale, or the lowest stage of the Lower Triassic series in chronostratigraphy. It spans the time between 251.902 Ma and 251.2 Ma (million years ago). The Induan is sometimes divided into the Griesbachian and the Dienerian subages or substages. The Induan is preceded by the Changhsingian (latest Permian) and is followed by the Olenekian.
olenekian                | Olenekian                |  In the geologic timescale, the Olenekian is an age in the Early Triassic epoch; in chronostratigraphy, it is a stage in the Lower Triassic series. It spans the time between 251.2 Ma and 247.2 Ma (million years ago). The Olenekian is sometimes divided into the Smithian and the Spathian subages or substages. The Olenekian follows the Induan and is followed by the Anisian (Middle Triassic).
anisian                  | Anisian                  |  In the geologic timescale, the Anisian is the lower stage or earliest age of the Middle Triassic series or epoch and lasted from 247.2 million years ago until 242 million years ago. The Anisian age succeeds the Olenekian age (part of the Lower Triassic epoch) and precedes the Ladinian age.
ladinian                 | Ladinian                 |  The Ladinian is a stage and age in the Middle Triassic series or epoch. It spans the time between 242 Ma and ~237 Ma (million years ago). The Ladinian was preceded by the Anisian and succeeded by the Carnian (part of the Upper or Late Triassic).
carnian                  | Carnian                  |  The Carnian (less commonly, Karnian) is the lowermost stage of the Upper Triassic series (or earliest age of the Late Triassic epoch). It lasted from 237 to 227 million years ago (Ma). The Carnian is preceded by the Ladinian and is followed by the Norian. Its boundaries are not characterized by major extinctions or biotic turnovers, but a climatic event (known as the Carnian Pluvial Event) occurred during the Carnian and seems to be associated with important extinctions or biotic radiations.
norian                   | Norian                   |  The Norian is a division of the Triassic geological period. It has the rank of an age (geochronology) or stage (chronostratigraphy). The Norian lasted from ~227 to 208.5 million years ago. It was preceded by the Carnian and succeeded by the Rhaetian.
